id,city,date,player_of_match,venue,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,umpire1,umpire2
7953,Mumbai,5/27/2018,SR Watson,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,Marais Erasmus,S Ravi
7952,Kolkata,5/25/2018,Rashid Khan,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,14,0,Nitin Menon,Kumar Dharmasena
7951,Kolkata,5/23/2018,AD Russell,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Kolkata Knight Riders,25,0,Nitin Menon,Anil Chaudhary
7950,Mumbai,5/22/2018,F du Plessis,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,2,Marais Erasmus,C Shamshuddin
7948,Delhi,5/20/2018,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Delhi Daredevils,11,0,Kumar Dharmasena,O Nandan
7949,Pune,5/20/2018,L Ngidi,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Nitin Menon,Yeshwant Barde
7946,Jaipur,5/19/2018,S Gopal,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Rajasthan Royals,30,0,Bruce Oxenford,Virender Kumar Sharma
7947,Hyderabad,5/19/2018,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,5,Anil Chaudhary,S Ravi
7945,Delhi,5/18/2018,HV Patel,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Delhi Daredevils,34,0,Kumar Dharmasena,Vineet Kulkarni
7944,Bengaluru,5/17/2018,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,14,0,S Ravi,Anil Dandekar
7943,Mumbai,5/16/2018,JJ Bumrah,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,3,0,Marais Erasmus,Nitin Menon
7942,Kolkata,5/15/2018,Kuldeep Yadav,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,Kumar Dharmasena,Anil Chaudhary
7941,Indore,5/14/2018,UT Yadav,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,10,Bruce Oxenford,Virender Kumar Sharma
7939,Pune,5/13/2018,AT Rayudu,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,Marais Erasmus,Yeshwant Barde
7940,Mumbai,5/13/2018,JC Buttler,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,Nitin Menon,S Ravi
7937,Indore,05-12-2018,SP Narine,Holkar Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,31,0,O Nandan,Virender Kumar Sharma
7938,Delhi,05-12-2018,AB de Villiers,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,Kumar Dharmasena,Anil Chaudhary
7936,Jaipur,05-11-2018,JC Buttler,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,4,Marais Erasmus,Yeshwant Barde
7935,Delhi,05-10-2018,S Dhawan,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,9,C Shamshuddin,Anil Dandekar
7934,Kolkata,05-09-2018,Ishan Kishan,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,102,0,Anil Chaudhary,K Ananthapadmanabhan
7933,Jaipur,05-08-2018,JC Buttler,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,15,0,Marais Erasmus,Nitin Menon
7932,Hyderabad,05-07-2018,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,5,0,Bruce Oxenford,Virender Kumar Sharma
7930,Mumbai,05-06-2018,HH Pandya,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,13,0,Kumar Dharmasena,A.D Deshmukh
7931,Indore,05-06-2018,M Ur Rahman,Holkar Cricket Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,C Shamshuddin,S Ravi
7928,Pune,05-05-2018,RA Jadeja,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,Nitin Menon,Yeshwant Barde
7929,Hyderabad,05-05-2018,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,7,Bruce Oxenford,O Nandan
7927,Indore,05-04-2018,AS Yadav,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,S Ravi,Anil Dandekar
7926,Kolkata,05-03-2018,SP Narine,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,Kumar Dharmasena,A.D Deshmukh
7925,Delhi,05-02-2018,RR Pant,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Delhi Daredevils,4,0,O Nandan,Virender Kumar Sharma
7924,Bengaluru,05-01-2018,TG Southee,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,14,0,Marais Erasmus,Nitin Menon
7923,Pune,4/30/2018,SR Watson,Maharashtra Cricket Association Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,13,0,C Shamshuddin,Anil Dandekar
7921,Jaipur,4/29/2018,KS Williamson,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,11,0,Bruce Oxenford,A Nanda Kishore
7922,Bengaluru,4/29/2018,CA Lynn,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,Nigel Llong,Anil Chaudhary
7920,Pune,4/28/2018,RG Sharma,Maharashtra Cricket Association Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,Chris Gaffaney,Nitin Menon
7919,Delhi,4/27/2018,SS Iyer,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils,55,0,C Shamshuddin,S Ravi
7918,Hyderabad,4/26/2018,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,13,0,O Nandan,Yeshwant Barde
7917,Bengaluru,4/25/2018,MS Dhoni,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Nigel Llong,Virender Kumar Sharma
7916,Mumbai,4/24/2018,Rashid Khan,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,31,0,C Shamshuddin,S Ravi
7915,Delhi,4/23/2018,AS Rajpoot,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,4,0,O Nandan,A Nanda Kishore
7913,Hyderabad,4/22/2018,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Chennai Super Kings,4,0,Anil Chaudhary,Vineet Kulkarni
7914,Jaipur,4/22/2018,J Archer,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,3,Rod Tucker,K Ananthapadmanabhan
7911,Kolkata,4/21/2018,KL Rahul,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,9,C Shamshuddin,A.D Deshmukh
7912,Bengaluru,4/21/2018,AB de Villiers,M Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,Chris Gaffaney,O Nandan
7910,Pune,4/20/2018,SR Watson,Maharashtra Cricket Association Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,64,0,Nitin Menon,K Ananthapadmanabhan
7909,Mohali,4/19/2018,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Kings XI Punjab,15,0,Nigel Llong,Anil Chaudhary
7908,Jaipur,4/18/2018,N Rana,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,S Ravi,A.D Deshmukh
7907,Mumbai,4/17/2018,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,46,0,Rod Tucker,Nitin Menon
7906,Kolkata,4/16/2018,N Rana,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Kolkata Knight Riders,71,0,Anil Chaudhary,A Nanda Kishore
7904,Bengaluru,4/15/2018,SV Samson,M Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals,19,0,C Shamshuddin,S Ravi
7905,Mohali,4/15/2018,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,4,0,Vineet Kulkarni,O Nandan
7902,Mumbai,4/14/2018,JJ Roy,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,K Ananthapadmanabhan,Nitin Menon
7903,Kolkata,4/14/2018,B Stanlake,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,A Nanda Kishore,Anil Chaudhary
7901,Bengaluru,4/13/2018,UT Yadav,M Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,S Ravi,A.D Deshmukh
7900,Hyderabad,04-12-2018,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,1,O Nandan,Nigel Llong
7899,Jaipur,04-11-2018,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,10,0,K Ananthapadmanabhan,Rod Tucker
7898,Chennai,04-10-2018,SW Billings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Anil Chaudhary,Chris Gaffaney
7897,Hyderabad,04-09-2018,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,Nigel Llong,Vineet Kulkarni
7895,Mohali,04-08-2018,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,Rod Tucker,K Ananthapadmanabhan
7896,Kolkata,04-08-2018,SP Narine,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,C Shamshuddin,A.D Deshmukh
7894,Mumbai,04-07-2018,DJ Bravo,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,1,Chris Gaffaney,A Nanda Kishore
59,Hyderabad,5/21/2017,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,Mumbai Indians,1,0,NJ Llong,S Ravi
58,Bangalore,5/19/2017,KV Sharma,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,NJ Llong,Nitin Menon
57,Bangalore,5/17/2017,NM Coulter-Nile,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AK Chaudhary,Nitin Menon
56,Mumbai,5/16/2017,Washington Sundar,Wankhede Stadium,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiant,20,0,S Ravi,C Shamshuddin
54,Pune,5/14/2017,JD Unadkat,Maharashtra Cricket Association Stadium,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,9,AY Dandekar,A Deshmukh
55,Delhi,5/14/2017,HV Patel,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,10,0,CK Nandan,C Shamshuddin
52,Kanpur,5/13/2017,Mohammed Siraj,Green Park,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,AK Chaudhary,Nitin Menon
53,Kolkata,5/13/2017,AT Rayudu,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,9,0,A Nand Kishore,S Ravi
51,Delhi,05-12-2017,KK Nair,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,Delhi Daredevils,7,0,KN Ananthapadmanabhan,CK Nandan
50,Mumbai,05-11-2017,WP Saha,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,7,0,A Deshmukh,A Nand Kishore
49,Kanpur,05-10-2017,SS Iyer,Green Park,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,2,YC Barde,AK Chaudhary
48,Chandigarh,05-09-2017,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,14,0,A Nand Kishore,S Ravi
47,Hyderabad,05-08-2017,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,7,KN Ananthapadmanabhan,M Erasmus
45,Bangalore,05-07-2017,SP Narine,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,AY Dandekar,C Shamshuddin
46,Chandigarh,05-07-2017,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,A Nand Kishore,VK Sharma
43,Hyderabad,05-06-2017,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Rising Pune Supergiant,12,0,KN Ananthapadmanabhan,AK Chaudhary
44,Delhi,05-06-2017,LMP Simmons,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,146,0,Nitin Menon,CK Nandan
42,Bangalore,05-05-2017,Sandeep Sharma,M Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,19,0,CB Gaffaney,C Shamshuddin
41,Delhi,05-04-2017,RR Pant,Feroz Shah Kotla,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,M Erasmus,Nitin Menon
40,Kolkata,05-03-2017,RA Tripathi,Eden Gardens,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,4,KN Ananthapadmanabhan,A Nand Kishore
39,Delhi,05-02-2017,Mohammed Shami,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,YC Barde,Nitin Menon
37,Mumbai,05-01-2017,RG Sharma,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Mumbai Indians,0,5,AK Chaudhary,CB Gaffaney
38,Pune,05-01-2017,BA Stokes,Maharashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,5,M Erasmus,C Shamshuddin
35,Chandigarh,4/30/2017,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,10,YC Barde,CK Nandan
36,Hyderabad,4/30/2017,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,48,0,AY Dandekar,S Ravi
33,Pune,4/29/2017,LH Ferguson,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiant,61,0,KN Ananthapadmanabhan,M Erasmus
34,Rajkot,4/29/2017,KH Pandya,Saurashtra Cricket Association Stadium,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,Mumbai Indians,0,0,AK Chaudhary,CB Gaffaney
31,Kolkata,4/28/2017,G Gambhir,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,NJ Llong,S Ravi
32,Chandigarh,4/28/2017,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,26,0,Nitin Menon,CK Nandan
30,Bangalore,4/27/2017,AJ Tye,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,7,AK Chaudhary,C Shamshuddin
29,Pune,4/26/2017,RV Uthappa,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AY Dandekar,NJ Llong
28,Mumbai,4/24/2017,BA Stokes,Wankhede Stadium,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiant,3,0,A Nand Kishore,S Ravi
26,Rajkot,4/23/2017,HM Amla,Saurashtra Cricket Association Stadium,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab,26,0,AK Chaudhary,M Erasmus
27,Kolkata,4/23/2017,NM Coulter-Nile,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,82,0,CB Gaffaney,CK Nandan
24,Mumbai,4/22/2017,MJ McClenaghan,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,14,0,A Nand Kishore,S Ravi
25,Pune,4/22/2017,MS Dhoni,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,6,AY Dandekar,A Deshmukh
23,Kolkata,4/21/2017,SK Raina,Eden Gardens,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,4,CB Gaffaney,Nitin Menon
22,Indore,4/20/2017,JC Buttler,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,M Erasmus,C Shamshuddin
21,Hyderabad,4/19/2017,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,15,0,CB Gaffaney,NJ Llong
20,Rajkot,4/18/2017,CH Gayle,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore,21,0,S Ravi,VK Sharma
18,Delhi,4/17/2017,NM Coulter-Nile,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,4,Nitin Menon,CK Nandan
19,Hyderabad,4/17/2017,B Kumar,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,5,0,AY Dandekar,A Deshmukh
16,Mumbai,4/16/2017,N Rana,Wankhede Stadium,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,A Nand Kishore,S Ravi
17,Bangalore,4/16/2017,BA Stokes,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiant,27,0,KN Ananthapadmanabhan,C Shamshuddin
14,Kolkata,4/15/2017,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,17,0,AY Dandekar,NJ Llong
15,Delhi,4/15/2017,CJ Anderson,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Delhi Daredevils,51,0,YC Barde,Nitin Menon
12,Bangalore,4/14/2017,KA Pollard,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,KN Ananthapadmanabhan,AK Chaudhary
13,Rajkot,4/14/2017,AJ Tye,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,7,A Nand Kishore,S Ravi
11,Kolkata,4/13/2017,SP Narine,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,A Deshmukh,NJ Llong
10,Mumbai,04-12-2017,JJ Bumrah,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,Nitin Menon,CK Nandan
9,Pune,04-11-2017,SV Samson,Maharashtra Cricket Association Stadium,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Delhi Daredevils,97,0,AY Dandekar,S Ravi
8,Indore,04-10-2017,AR Patel,Holkar Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,8,AK Chaudhary,C Shamshuddin
6,Hyderabad,04-09-2017,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,A Deshmukh,NJ Llong
7,Mumbai,04-09-2017,N Rana,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,Nitin Menon,CK Nandan
4,Indore,04-08-2017,GJ Maxwell,Holkar Cricket Stadium,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,AK Chaudhary,C Shamshuddin
5,Bangalore,04-08-2017,KM Jadhav,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,15,0,,
3,Rajkot,04-07-2017,CA Lynn,Saurashtra Cricket Association Stadium,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,10,Nitin Menon,CK Nandan
2,Pune,04-06-2017,SPD Smith,Maharashtra Cricket Association Stadium,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,7,A Nand Kishore,S Ravi
1,Hyderabad,04-05-2017,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,35,0,AY Dandekar,NJ Llong
636,Bangalore,5/29/2016,BCJ Cutting,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,8,0,HDPK Dharmasena,BNJ Oxenford
635,Delhi,5/27/2016,DA Warner,Feroz Shah Kotla,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,4,M Erasmus,CK Nandan
634,Delhi,5/25/2016,MC Henriques,Feroz Shah Kotla,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,22,0,M Erasmus,C Shamshuddin
633,Bangalore,5/24/2016,AB de Villiers,M Chinnaswamy Stadium,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AK Chaudhary,HDPK Dharmasena
631,Kolkata,5/22/2016,YK Pathan,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,22,0,KN Ananthapadmanabhan,M Erasmus
632,Raipur,5/22/2016,V Kohli,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,A Nand Kishore,BNJ Oxenford
629,Visakhapatnam,5/21/2016,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,bat,normal,Rising Pune Supergiant,0,4,HDPK Dharmasena,Nitin Menon
630,Kanpur,5/21/2016,SK Raina,Green Park,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,AK Chaudhary,CK Nandan
628,Raipur,5/20/2016,KK Nair,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,A Nand Kishore,BNJ Oxenford
627,Kanpur,5/19/2016,DR Smith,Green Park,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,AK Chaudhary,CK Nandan
