id,city,date,player_of_match,venue,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,umpire1,umpire2
158,Durban,5/13/2009,R Bhatia,Kingsmead,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils,12,0,DJ Harper,SL Shastri
156,Centurion,05-12-2009,LRPL Taylor,SuperSport Park,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,M Erasmus,SS Hazare
157,Centurion,05-12-2009,Harbhajan Singh,SuperSport Park,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,8,SS Hazare,RE Koertzen
155,Kimberley,05-11-2009,DR Smith,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Deccan Chargers,53,0,GAV Baxter,HDPK Dharmasena
153,Port Elizabeth,05-10-2009,JP Duminy,St George's Park,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,16,0,BR Doctrove,BG Jerling
154,Johannesburg,05-10-2009,A Mishra,New Wanderers Stadium,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,SL Shastri,RB Tiffin
151,Kimberley,05-09-2009,DPMD Jayawardene,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,3,GAV Baxter,AM Saheba
152,Kimberley,05-09-2009,S Badrinath,De Beers Diamond Oval,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,7,GAV Baxter,HDPK Dharmasena
150,East London,05-08-2009,A Nehra,Buffalo Park,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,7,M Erasmus,SK Tarapore
148,Centurion,05-07-2009,A Singh,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,K Hariharan,DJ Harper
149,Centurion,05-07-2009,ML Hayden,SuperSport Park,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,12,0,DJ Harper,TH Wijewardene
147,Centurion,05-06-2009,RG Sharma,SuperSport Park,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,19,0,MR Benson,HDPK Dharmasena
145,Durban,05-05-2009,GC Smith,Kingsmead,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,78,0,SS Hazare,IL Howell
146,Durban,05-05-2009,G Gambhir,Kingsmead,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,9,GAV Baxter,IL Howell
144,East London,05-04-2009,MS Dhoni,Buffalo Park,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,78,0,BR Doctrove,M Erasmus
142,Port Elizabeth,05-03-2009,DPMD Jayawardene,St George's Park,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kings XI Punjab,0,6,S Asnani,MR Benson
143,Johannesburg,05-03-2009,JH Kallis,New Wanderers Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,9,RE Koertzen,TH Wijewardene
140,Port Elizabeth,05-02-2009,YK Pathan,St George's Park,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,0,3,S Asnani,BG Jerling
141,Johannesburg,05-02-2009,SB Jakati,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,18,0,DJ Harper,RE Koertzen
138,East London,05-01-2009,JP Duminy,Buffalo Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,9,0,M Erasmus,SK Tarapore
139,Durban,05-01-2009,Yuvraj Singh,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,8,0,HDPK Dharmasena,S Ravi
136,Centurion,4/30/2009,DP Nannes,SuperSport Park,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,GAV Baxter,AM Saheba
137,Centurion,4/30/2009,SK Raina,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,38,0,GAV Baxter,RE Koertzen
134,Durban,4/29/2009,MV Boucher,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Royal Challengers Bangalore,0,5,MR Benson,TH Wijewardene
135,Durban,4/29/2009,KC Sangakkara,Kingsmead,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Kings XI Punjab,3,0,MR Benson,SL Shastri
133,Centurion,4/28/2009,YK Pathan,SuperSport Park,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,0,5,GAV Baxter,RE Koertzen
131,Durban,4/27/2009,HH Gibbs,Kingsmead,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,IL Howell,TH Wijewardene
132,Port Elizabeth,4/27/2009,SR Tendulkar,St George's Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,92,0,BG Jerling,RB Tiffin
129,Port Elizabeth,4/26/2009,TM Dilshan,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Delhi Daredevils,0,6,S Asnani,BG Jerling
130,Cape Town,4/26/2009,KC Sangakkara,Newlands,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Kings XI Punjab,27,0,M Erasmus,K Hariharan
128,Durban,4/25/2009,PP Ojha,Kingsmead,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,12,0,HDPK Dharmasena,SJA Taufel
127,Durban,4/24/2009,RS Bopara,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,7,BR Doctrove,TH Wijewardene
125,Durban,4/23/2009,AB de Villiers,Kingsmead,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,Delhi Daredevils,9,0,BR Doctrove,SJA Taufel
126,Cape Town,4/23/2009,YK Pathan,Newlands,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,Rajasthan Royals,0,0,MR Benson,M Erasmus
124,Cape Town,4/22/2009,AC Gilchrist,Newlands,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Deccan Chargers,24,0,M Erasmus,AM Saheba
123,Durban,4/21/2009,CH Gayle,Kingsmead,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,11,0,DJ Harper,SD Ranade
122,Port Elizabeth,4/20/2009,M Muralitharan,St George's Park,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,92,0,BG Jerling,SJA Taufel
120,Cape Town,4/19/2009,DL Vettori,Newlands,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,10,MR Benson,SD Ranade
121,Cape Town,4/19/2009,RP Singh,Newlands,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Deccan Chargers,0,8,MR Benson,BR Doctrove
118,Cape Town,4/18/2009,SR Tendulkar,Newlands,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,19,0,BR Doctrove,K Hariharan
119,Cape Town,4/18/2009,R Dravid,Newlands,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,75,0,BR Doctrove,RB Tiffin
117,Mumbai,06-01-2008,YK Pathan,Dr DY Patil Sports Academy,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,BF Bowden,RE Koertzen
116,Mumbai,5/31/2008,M Ntini,Wankhede Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings,0,9,Asad Rauf,DJ Harper
115,Mumbai,5/30/2008,SR Watson,Wankhede Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,105,0,BF Bowden,RE Koertzen
90,Bangalore,5/28/2008,CRD Fernando,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,BF Bowden,AV Jayaprakash
97,Chandigarh,5/28/2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,41,0,SJ Davis,K Hariharan
114,Hyderabad,5/27/2008,SK Raina,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Chennai Super Kings,0,7,BG Jerling,AM Saheba
113,Jaipur,5/26/2008,Sohail Tanvir,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,BF Bowden,K Hariharan
80,Hyderabad,5/25/2008,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Royal Challengers Bangalore,0,5,Asad Rauf,RE Koertzen
112,Kolkata,5/25/2008,Umar Gul,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,3,SJ Davis,I Shivram
109,Delhi,5/24/2008,KD Karthik,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,5,BF Bowden,K Hariharan
110,Chennai,5/24/2008,JA Morkel,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Rajasthan Royals,10,0,DJ Harper,SL Shastri
108,Chandigarh,5/23/2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,Asad Rauf,SJ Davis
106,Mumbai,5/21/2008,SE Marsh,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,1,0,BF Bowden,GA Pratapkumar
107,Chennai,5/21/2008,A Kumble,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,14,0,DJ Harper,I Shivram
105,Kolkata,5/20/2008,YK Pathan,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,BG Jerling,RE Koertzen
104,Bangalore,5/19/2008,SP Goswami,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,5,SJ Davis,GA Pratapkumar
102,Hyderabad,5/18/2008,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians,25,0,BR Doctrove,DJ Harper
103,Kolkata,5/18/2008,M Ntini,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,3,0,Asad Rauf,K Hariharan
100,Delhi,5/17/2008,DPMD Jayawardene,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab,6,0,AV Jayaprakash,RE Koertzen
101,Jaipur,5/17/2008,GC Smith,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals,65,0,BF Bowden,SL Shastri
99,Mumbai,5/16/2008,SM Pollock,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,BR Doctrove,DJ Harper
98,Delhi,5/15/2008,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils,12,0,BG Jerling,GA Pratapkumar
96,Mumbai,5/14/2008,ST Jayasuriya,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,BR Doctrove,AM Saheba
95,Kolkata,5/13/2008,Shoaib Akhtar,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,23,0,Asad Rauf,IL Howell
94,Chandigarh,05-12-2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,9,BR Doctrove,I Shivram
92,Hyderabad,05-11-2008,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,23,0,IL Howell,AM Saheba
93,Jaipur,05-11-2008,SR Watson,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,SJ Davis,RE Koertzen
91,Chennai,05-10-2008,L Balaji,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Chennai Super Kings,18,0,AV Jayaprakash,BG Jerling
89,Jaipur,05-09-2008,YK Pathan,Sawai Mansingh Stadium,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,MR Benson,AM Saheba
87,Delhi,05-08-2008,MS Dhoni,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,Aleem Dar,RB Tiffin
88,Kolkata,05-08-2008,SC Ganguly,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,5,0,Asad Rauf,IL Howell
86,Mumbai,05-07-2008,A Nehra,Dr DY Patil Sports Academy,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,DJ Harper,RE Koertzen
85,Chennai,05-06-2008,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,7,MR Benson,RB Tiffin
84,Bangalore,05-05-2008,S Sreesanth,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,SJ Davis,BR Doctrove
82,Mumbai,05-04-2008,SM Pollock,Dr DY Patil Sports Academy,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,29,0,IL Howell,RE Koertzen
83,Jaipur,05-04-2008,Sohail Tanvir,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,8,Asad Rauf,AV Jayaprakash
81,Chandigarh,05-03-2008,IK Pathan,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kings XI Punjab,9,0,DJ Harper,I Shivram
111,Bangalore,05-03-2008,P Kumar,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Royal Challengers Bangalore,3,0,BR Doctrove,SL Shastri
79,Chennai,05-02-2008,V Sehwag,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,0,8,BF Bowden,K Hariharan
77,Hyderabad,05-01-2008,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,BR Doctrove,RB Tiffin
78,Jaipur,05-01-2008,SA Asnodkar,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,45,0,RE Koertzen,GA Pratapkumar
76,Delhi,4/30/2008,GD McGrath,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Daredevils,10,0,Aleem Dar,I Shivram
75,Kolkata,4/29/2008,ST Jayasuriya,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians,0,7,BF Bowden,AV Jayaprakash
74,Bangalore,4/28/2008,MS Dhoni,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,13,0,BR Doctrove,RB Tiffin
72,Mumbai,4/27/2008,AC Gilchrist,Dr DY Patil Sports Academy,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,10,Asad Rauf,SL Shastri
73,Chandigarh,4/27/2008,SM Katich,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab,0,4,RE Koertzen,I Shivram
70,Bangalore,4/26/2008,SR Watson,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,MR Benson,IL Howell
71,Chennai,4/26/2008,JDP Oram,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,0,9,BF Bowden,AV Jayaprakash
69,Chandigarh,4/25/2008,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,66,0,Aleem Dar,AM Saheba
68,Hyderabad,4/24/2008,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,Asad Rauf,MR Benson
67,Chennai,4/23/2008,ML Hayden,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings,6,0,DJ Harper,GA Pratapkumar
66,Hyderabad,4/22/2008,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,9,IL Howell,AM Saheba
65,Jaipur,4/21/2008,SR Watson,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Rajasthan Royals,0,6,Aleem Dar,RB Tiffin
63,Mumbai,4/20/2008,MV Boucher,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,5,SJ Davis,DJ Harper
64,Kolkata,4/20/2008,DJ Hussey,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,Kolkata Knight Riders,0,5,BF Bowden,K Hariharan
61,Chandigarh,4/19/2008,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,33,0,MR Benson,SL Shastri
62,Delhi,4/19/2008,MF Maharoof,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,0,9,Aleem Dar,GA Pratapkumar
60,Bangalore,4/18/2008,BB McCullum,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,140,0,Asad Rauf,RE Koertzen
